User_ID,Country,Continent,Gender,Age,Occupation,Device_Brand,OS_Type,Daily_Screen_Time_Hours,Social_Media_Usage_Hours,Gaming_Hours,Education_Hours,Entertainment_Hours,Sleep_Hours,Battery_Health,Avg_Battery_Drain_Per_Day,Monthly_Data_Usage_GB,WiFi_Usage_GB,App_Notifications_Received,Screen_Unlocks_Per_Day,Physical_Activity_Level,Sleep_Quality,Stress_Level,Productivity_Score,Weekday_Screen_Time_Hours,Weekend_Screen_Time_Hours
U04637,USA,North America,Female,32,Unemployed,Vivo,iOS,5.4,2.3,1.5,0.8,1.3,6.6,79.6,31.8,30.0,224.3,423,196,High,Good,6,68,8.3,11.5
U04638,India,Asia,Male,29,Self-employed,Xiaomi,Android,4.1,2.6,0.2,2.0,2.7,4.6,90.7,12.7,18.5,123.9,228,187,Medium,Average,5,76,8.7,2.7
U04639,Canada,North America,Female,52,Self-employed,OnePlus,iOS,6.4,2.2,2.5,2.6,3.5,6.4,86.3,33.7,34.8,72.3,137,123,High,Average,6,41,6.8,6.8
U04640,Japan,Asia,Other,36,Unemployed,Vivo,iOS,4.5,1.8,2.8,1.3,1.5,8.3,77.2,36.8,48.1,110.6,364,136,Medium,Poor,3,55,6.9,7.2
U04641,Pakistan,Asia,Male,23,Employee,Xiaomi,iOS,0.7,1.7,2.1,2.9,2.3,6.9,75.7,22.8,27.1,62.6,251,83,Low,Good,3,100,4.8,3.1
U04642,USA,North America,Other,31,Self-employed,Apple,iOS,4.4,2.8,1.7,0.3,0.7,5.0,73.3,11.9,16.1,74.5,172,172,Medium,Poor,6,49,7.9,9.2
U04643,India,Asia,Female,51,Student,Vivo,iOS,5.0,1.7,0.1,1.7,3.6,6.3,86.2,11.9,32.0,155.8,161,79,Low,Average,4,51,5.5,8.5
U04644,USA,North America,Other,43,Student,OnePlus,Android,6.9,2.5,1.8,1.6,1.9,6.8,87.3,11.2,13.4,80.1,456,123,High,Average,5,46,3.8,3.0
U04645,USA,North America,Other,50,Self-employed,Apple,Android,4.6,2.6,1.9,1.7,0.9,7.8,91.3,29.6,46.9,197.6,456,190,High,Good,1,68,7.7,8.2
U04646,Australia,Oceania,Other,32,Employee,Huawei,Android,6.6,2.4,1.7,0.8,2.6,6.0,71.1,32.5,12.3,83.7,390,119,Low,Good,6,41,3.3,5.9
U04647,Pakistan,Asia,Female,53,Employee,Oppo,Android,6.7,1.4,2.4,2.0,3.0,6.6,83.2,36.4,21.8,188.3,247,94,High,Average,7,37,6.9,7.3
U04648,Pakistan,Asia,Male,25,Employee,Huawei,Android,7.7,0.6,2.5,0.0,1.9,6.9,71.7,34.0,38.6,222.0,118,117,Low,Poor,3,27,6.1,7.1
U04649,Australia,Oceania,Other,64,Student,Oppo,iOS,8.1,0.5,0.9,1.4,3.6,6.6,79.5,30.2,42.5,111.4,174,57,Medium,Poor,4,21,6.7,4.6
U04650,Canada,North America,Female,54,Self-employed,Oppo,iOS,7.8,2.6,2.5,1.2,3.9,5.0,72.5,39.5,43.1,262.6,358,150,Medium,Good,6,27,6.2,7.2
U04651,India,Asia,Male,42,Student,Xiaomi,iOS,7.4,3.3,2.5,2.2,0.1,6.9,92.2,10.7,29.0,254.9,499,57,High,Good,7,33,6.7,7.6
U04652,India,Asia,Female,35,Employee,OnePlus,iOS,3.6,1.8,1.3,2.6,2.1,7.6,91.1,24.9,32.8,45.9,499,199,Low,Average,10,87,5.8,8.5
U04653,Australia,Oceania,Female,29,Student,Xiaomi,iOS,7.6,3.7,1.7,1.5,3.1,8.8,88.8,12.3,19.2,194.2,328,39,Medium,Average,4,51,5.0,8.4
U04654,Brazil,South America,Female,38,Unemployed,Huawei,Android,0.8,1.2,0.5,1.9,1.6,5.4,79.7,23.3,19.6,232.1,86,128,Medium,Average,3,92,3.6,8.4
U04655,UK,Europe,Other,29,Employee,Xiaomi,Android,5.0,1.7,1.0,1.5,2.1,7.3,88.9,19.9,28.9,297.2,379,31,Medium,Poor,3,55,5.0,6.2
U04656,Pakistan,Asia,Other,23,Employee,Vivo,Android,5.4,0.6,1.1,1.8,1.8,8.7,83.8,39.9,29.5,215.1,423,184,Medium,Average,4,68,7.1,7.1
U04657,Australia,Oceania,Female,64,Employee,Samsung,Android,4.5,3.0,0.3,0.9,2.0,8.8,86.1,28.2,40.9,65.7,126,65,Low,Average,2,54,6.9,6.3
U04658,Pakistan,Asia,Male,63,Unemployed,Vivo,Android,6.8,1.5,2.7,0.4,1.2,7.6,78.9,14.5,44.3,135.5,457,34,High,Good,7,46,5.2,6.3
U04659,USA,North America,Male,15,Employee,Vivo,iOS,5.4,3.4,2.6,0.3,2.1,6.9,79.7,26.5,19.9,71.4,188,52,Medium,Average,8,53,5.6,7.2
U04660,Germany,Europe,Other,21,Self-employed,OnePlus,Android,8.8,1.1,1.2,1.3,1.6,7.9,80.1,33.0,41.9,114.0,285,90,Low,Average,5,26,0.7,5.8
U04661,UK,Europe,Other,40,Student,Vivo,Android,3.8,2.9,2.2,3.0,3.7,7.4,88.3,25.3,29.1,150.7,482,91,Low,Poor,6,75,9.5,6.7
U04662,China,Asia,Female,15,Unemployed,Vivo,Android,4.6,2.6,1.4,2.6,2.0,6.0,90.0,10.6,34.4,87.5,442,32,Medium,Average,4,75,6.8,8.1
U04663,Brazil,South America,Male,60,Unemployed,Oppo,Android,4.6,2.8,2.4,2.9,0.0,6.4,85.7,23.6,23.7,161.1,52,151,Medium,Good,2,70,2.6,4.9
U04664,Canada,North America,Male,63,Self-employed,Huawei,iOS,6.0,2.0,3.0,2.0,2.9,5.5,88.1,19.7,35.4,148.0,467,161,High,Average,3,61,6.5,9.4
U04665,Japan,Asia,Male,32,Retired,Vivo,Android,7.1,2.0,2.6,0.4,1.1,7.6,73.6,11.3,32.7,272.2,120,110,Low,Poor,4,55,6.6,6.3
U04666,Japan,Asia,Female,52,Employee,Vivo,iOS,8.9,1.0,0.3,2.8,0.3,4.8,76.6,23.2,41.9,188.7,103,64,Medium,Poor,6,38,9.5,8.3
U04667,Japan,Asia,Other,62,Employee,Xiaomi,Android,4.8,3.3,0.6,1.8,2.1,8.0,94.6,38.3,38.4,163.5,113,85,Low,Average,6,64,8.8,7.1
U04668,Japan,Asia,Male,61,Student,Xiaomi,iOS,8.5,1.8,1.5,1.4,2.9,5.8,88.8,37.1,13.1,141.0,126,85,Medium,Good,4,26,4.2,6.5
U04669,Pakistan,Asia,Other,28,Student,Huawei,iOS,5.1,1.6,2.0,1.8,0.4,5.5,98.3,14.4,7.8,105.2,459,185,High,Average,3,63,7.8,7.4
U04670,Germany,Europe,Female,64,Self-employed,Vivo,Android,2.8,2.0,1.2,1.6,1.8,5.8,99.6,10.8,39.1,34.3,470,188,High,Good,1,75,3.3,6.4
U04671,Canada,North America,Other,36,Self-employed,OnePlus,Android,6.1,3.4,2.9,2.1,0.3,7.2,88.5,39.4,14.6,242.0,70,103,High,Poor,6,50,5.6,4.3
U04672,Canada,North America,Male,24,Employee,Huawei,iOS,5.5,4.3,0.7,0.5,0.8,6.0,77.1,29.1,49.9,166.6,228,125,High,Good,7,41,7.8,5.3
U04673,India,Asia,Other,29,Student,Samsung,iOS,3.4,4.2,1.0,1.3,0.9,7.7,72.5,25.4,44.1,118.5,180,194,Low,Average,2,67,5.0,6.3
U04674,India,Asia,Other,15,Student,Oppo,Android,7.8,4.1,1.1,1.1,0.4,6.7,80.5,32.4,43.0,222.4,333,144,High,Good,7,21,6.2,7.1
U04675,Canada,North America,Female,15,Self-employed,Apple,iOS,4.0,1.4,0.4,2.8,0.5,8.1,97.9,19.8,42.0,286.0,327,64,High,Average,2,71,9.1,7.2
U04676,India,Asia,Female,35,Employee,Xiaomi,Android,4.6,3.0,0.1,0.9,3.5,4.8,77.2,21.0,22.5,63.2,112,68,High,Good,7,64,8.1,6.0
U04677,Australia,Oceania,Other,60,Student,Google Pixel,iOS,6.5,0.7,2.1,3.0,0.9,8.7,99.5,39.9,11.4,279.3,201,38,Low,Poor,5,67,5.2,11.0
U04678,Brazil,South America,Male,26,Unemployed,Xiaomi,iOS,8.4,0.6,2.7,2.9,2.4,4.8,73.5,38.0,41.2,28.0,167,135,Medium,Good,9,37,4.1,7.4
U04679,Brazil,South America,Male,46,Unemployed,Xiaomi,iOS,5.4,0.6,2.1,2.9,2.6,6.5,94.5,37.1,37.2,204.8,62,109,High,Good,6,54,6.0,6.2
U04680,Canada,North America,Female,26,Self-employed,Apple,Android,9.8,4.1,0.4,1.6,3.8,3.1,88.0,34.1,21.8,125.6,473,153,Medium,Good,6,20,5.6,8.2
U04681,India,Asia,Female,44,Self-employed,Xiaomi,Android,8.6,4.0,2.5,2.9,2.6,6.0,90.7,19.7,9.5,49.7,156,195,Medium,Average,1,35,4.4,7.6
U04682,China,Asia,Female,51,Self-employed,Oppo,Android,6.6,3.3,2.5,2.5,2.4,7.8,74.7,34.6,40.6,253.9,99,70,Low,Average,3,37,7.0,5.2
U04683,Australia,Oceania,Female,15,Employee,Samsung,iOS,4.0,4.1,0.1,3.0,3.1,8.3,80.8,20.6,26.7,265.1,165,97,Medium,Average,4,48,6.1,6.3
U04684,UK,Europe,Other,48,Employee,Xiaomi,iOS,3.9,3.0,2.2,1.1,0.5,8.1,94.2,14.2,22.2,93.4,134,165,Medium,Poor,6,61,7.6,3.8
U04685,UK,Europe,Female,16,Student,Apple,iOS,5.6,2.0,1.0,1.1,2.0,5.2,79.4,17.5,21.9,237.8,377,85,Low,Average,6,58,7.3,6.1
U04686,India,Asia,Female,18,Student,Vivo,iOS,7.5,4.1,0.4,2.8,2.9,4.7,98.0,30.0,49.8,150.8,330,150,High,Poor,3,38,4.0,3.8
U04687,India,Asia,Male,29,Student,Google Pixel,iOS,3.8,3.4,0.9,3.0,1.1,4.5,74.8,33.3,42.8,130.3,343,63,Low,Poor,5,78,1.4,9.2
U04688,China,Asia,Other,25,Retired,Xiaomi,iOS,7.8,2.3,0.5,1.9,3.7,6.1,91.6,25.2,6.7,280.5,422,79,Low,Poor,4,53,3.8,4.9
U04689,Australia,Oceania,Male,35,Self-employed,Oppo,Android,1.0,1.6,2.2,2.4,1.9,5.4,93.7,38.1,47.1,115.9,103,46,Low,Average,3,95,8.2,5.1
U04690,China,Asia,Female,33,Retired,Xiaomi,Android,3.7,2.2,0.4,1.9,2.8,9.4,80.9,35.0,8.3,158.9,252,126,Medium,Poor,6,57,5.2,4.8
U04691,Germany,Europe,Male,60,Unemployed,Google Pixel,iOS,4.3,0.7,2.7,1.3,2.9,5.9,81.0,38.1,18.0,205.6,430,149,Low,Average,4,69,4.9,8.3
U04692,Canada,North America,Other,26,Student,Google Pixel,Android,7.2,4.2,0.0,1.9,0.9,7.9,92.2,33.9,37.1,298.9,495,80,Low,Good,7,25,11.4,5.2
U04693,China,Asia,Male,18,Self-employed,Huawei,Android,6.7,3.6,0.4,2.7,3.1,6.9,87.1,26.0,30.8,129.3,465,188,High,Poor,6,50,7.3,5.5
U04694,China,Asia,Other,17,Unemployed,Xiaomi,iOS,5.3,1.4,0.7,0.3,3.6,8.3,79.8,15.2,47.9,113.9,357,163,High,Average,5,57,4.4,8.5
U04695,Pakistan,Asia,Male,64,Employee,OnePlus,Android,4.2,3.7,2.2,2.8,1.5,8.2,92.6,39.1,20.1,101.2,267,145,High,Average,3,86,5.4,10.0
U04696,UK,Europe,Other,59,Unemployed,Samsung,iOS,8.0,4.0,0.4,0.3,3.9,3.6,86.9,34.8,26.2,142.0,359,150,High,Good,3,35,7.4,7.4
U04697,Japan,Asia,Other,37,Student,Apple,Android,6.3,0.6,2.4,2.8,0.9,8.7,86.0,32.5,19.9,61.1,94,51,Low,Good,4,56,4.2,2.5
U04698,Germany,Europe,Other,43,Self-employed,Xiaomi,Android,4.4,4.1,1.7,1.3,1.1,8.0,73.2,21.2,23.6,179.1,431,189,Medium,Poor,5,78,5.8,9.3
U04699,UK,Europe,Female,31,Retired,OnePlus,iOS,7.5,1.2,0.9,0.4,3.6,6.4,88.4,35.9,41.9,62.9,51,182,Medium,Average,3,50,6.9,6.9
U04700,Pakistan,Asia,Other,48,Employee,Apple,Android,6.3,1.5,0.6,0.8,0.4,3.8,72.3,27.9,47.7,245.3,164,42,High,Average,4,43,7.0,8.5
U04701,China,Asia,Other,61,Employee,Apple,iOS,7.5,0.9,2.2,0.1,3.3,8.4,81.0,15.8,23.3,216.9,281,85,High,Poor,3,37,4.4,5.9
U04702,China,Asia,Female,65,Self-employed,Xiaomi,Android,7.1,3.5,2.2,0.0,1.1,7.5,98.0,38.8,28.0,176.8,271,67,High,Average,6,68,5.2,6.4
U04703,Canada,North America,Female,48,Self-employed,Huawei,Android,8.1,3.4,2.4,2.6,1.8,5.1,91.5,36.6,45.9,157.8,488,180,Medium,Poor,1,26,7.5,6.5
U04704,Brazil,South America,Other,53,Student,Oppo,iOS,7.6,3.2,0.2,0.6,2.7,6.0,93.6,11.9,5.9,107.2,108,156,Low,Good,5,43,6.4,11.4
U04705,Germany,Europe,Male,39,Employee,Apple,Android,4.3,2.5,0.2,1.5,2.6,8.5,73.7,37.1,40.3,244.5,442,71,High,Poor,4,77,1.9,7.9
U04706,Canada,North America,Other,59,Employee,Samsung,iOS,3.5,2.4,0.5,1.6,2.2,7.9,96.1,32.8,14.8,249.0,150,177,Medium,Poor,5,60,4.6,8.7
U04707,Pakistan,Asia,Female,52,Employee,Vivo,iOS,4.8,2.3,2.4,2.8,1.7,9.2,89.6,33.6,9.5,289.0,443,135,Medium,Good,2,52,6.6,8.6
U04708,Japan,Asia,Other,52,Retired,Huawei,iOS,6.8,3.5,0.9,2.8,1.2,8.6,96.3,10.4,46.2,258.4,195,183,High,Average,10,50,6.7,5.8
U04709,Australia,Oceania,Female,26,Unemployed,Samsung,iOS,5.3,0.6,1.5,3.0,1.3,3.5,74.2,29.3,46.4,260.6,315,103,Medium,Poor,4,63,3.9,8.1
U04710,Brazil,South America,Male,41,Retired,Oppo,iOS,7.2,2.1,0.5,2.3,2.9,7.8,73.0,10.6,47.8,24.8,54,51,Low,Poor,4,53,4.5,11.3
U04711,Japan,Asia,Male,49,Employee,OnePlus,iOS,5.7,3.9,1.6,2.2,1.8,7.1,99.5,26.8,38.9,46.0,379,103,High,Average,6,69,4.5,6.9
U04712,USA,North America,Male,60,Employee,Samsung,iOS,6.0,2.5,0.5,1.1,3.4,5.4,95.7,24.7,38.7,231.0,245,140,Low,Average,3,31,6.2,6.0
U04713,Australia,Oceania,Male,19,Unemployed,OnePlus,iOS,6.8,2.5,2.3,1.9,0.9,8.9,83.0,25.9,23.9,86.5,177,178,Low,Poor,8,69,4.5,3.8
U04714,China,Asia,Other,20,Retired,OnePlus,iOS,6.8,1.1,1.7,0.1,0.8,8.9,91.4,18.3,23.9,253.0,432,47,Low,Poor,4,28,7.5,4.9
U04715,UK,Europe,Other,22,Self-employed,Huawei,iOS,7.1,1.4,1.7,2.6,1.6,6.4,77.6,22.6,45.7,113.7,461,37,Low,Average,2,34,3.4,9.4
U04716,Pakistan,Asia,Male,39,Student,Huawei,iOS,7.5,2.9,2.9,2.2,2.6,7.5,94.9,10.3,16.6,80.5,180,166,Medium,Poor,6,41,5.2,5.8
U04717,India,Asia,Male,32,Student,Huawei,Android,8.3,3.5,1.2,3.0,0.7,4.8,82.0,35.0,16.1,230.2,382,50,Low,Good,6,47,3.8,6.1
U04718,Australia,Oceania,Other,50,Retired,Apple,iOS,8.7,3.5,2.3,1.2,1.9,6.3,95.7,16.3,49.7,137.4,250,124,High,Average,5,20,6.7,6.0
U04719,China,Asia,Female,54,Retired,Huawei,Android,3.5,1.2,1.9,2.1,1.6,8.1,92.1,39.7,32.5,201.8,262,35,High,Poor,3,59,7.5,9.3
U04720,USA,North America,Female,64,Retired,Google Pixel,Android,9.9,3.1,0.2,0.6,3.6,8.6,94.7,11.8,41.6,138.6,61,171,Medium,Average,5,29,4.1,7.3
U04721,Brazil,South America,Male,34,Student,Vivo,Android,3.4,2.7,0.1,0.5,0.6,4.0,96.6,37.1,41.3,69.0,276,129,High,Average,7,85,5.2,7.8
U04722,Germany,Europe,Other,64,Retired,Vivo,Android,9.3,1.5,1.5,1.2,2.7,7.6,84.7,19.0,46.0,288.5,102,186,Medium,Good,5,19,6.7,9.6
U04723,Brazil,South America,Male,32,Employee,Vivo,Android,6.5,4.2,2.5,1.9,0.8,8.4,87.8,23.0,15.4,243.8,68,160,Medium,Poor,6,56,6.8,5.0
U04724,India,Asia,Other,20,Self-employed,Huawei,Android,2.9,0.6,0.0,0.5,3.5,8.3,85.7,13.5,45.7,179.3,495,56,Medium,Average,3,74,10.9,3.0
U04725,India,Asia,Other,28,Employee,Apple,iOS,4.4,1.8,1.9,3.0,3.4,7.3,93.4,23.2,25.3,156.0,119,187,Medium,Poor,7,68,4.4,7.9
U04726,Japan,Asia,Female,48,Retired,Huawei,iOS,5.9,1.8,0.8,1.1,2.0,5.1,84.3,34.4,18.9,98.9,293,163,High,Average,3,39,4.7,7.0
U04727,China,Asia,Female,61,Retired,Samsung,Android,6.3,2.3,1.2,0.7,1.5,6.7,75.7,23.5,23.4,190.1,444,157,Low,Average,3,49,9.0,3.0
U04728,USA,North America,Female,33,Employee,OnePlus,Android,10.0,1.3,0.4,2.5,1.9,7.9,81.9,37.9,36.9,209.6,496,200,High,Poor,6,6,4.9,5.8
U04729,Germany,Europe,Other,35,Self-employed,Xiaomi,iOS,10.3,3.2,2.3,2.8,1.6,6.6,77.7,37.8,37.2,37.9,458,186,High,Average,3,16,5.2,7.1
U04730,Japan,Asia,Male,48,Self-employed,OnePlus,iOS,5.9,2.4,2.1,0.2,3.5,4.8,89.6,25.6,22.8,130.1,156,66,Medium,Average,3,50,4.4,6.3
U04731,Pakistan,Asia,Other,23,Student,Vivo,Android,5.5,3.7,1.1,1.9,1.7,6.2,84.9,17.5,28.1,51.0,172,165,Medium,Average,2,65,4.0,2.7
U04732,China,Asia,Female,46,Employee,Samsung,Android,4.4,0.6,1.5,1.4,2.7,9.4,79.4,10.9,37.6,283.8,281,80,High,Average,2,69,9.2,4.0
U04733,Pakistan,Asia,Female,48,Student,Google Pixel,Android,10.5,3.6,0.3,0.4,2.7,9.3,86.2,33.2,9.2,178.6,229,100,Medium,Poor,5,22,8.3,6.9
U04734,Canada,North America,Female,49,Student,Apple,Android,4.9,4.0,2.0,2.2,0.4,5.4,83.6,35.2,42.7,296.6,196,139,Medium,Poor,4,49,5.8,7.0
U04735,Australia,Oceania,Other,28,Employee,Samsung,Android,5.1,4.3,1.3,0.1,0.6,6.5,78.7,31.1,38.2,79.6,411,94,High,Average,3,63,5.5,7.2
U04736,Germany,Europe,Male,58,Employee,Samsung,Android,6.2,2.3,0.4,2.8,1.7,5.6,84.9,35.6,31.4,104.4,259,44,Medium,Average,6,52,10.4,8.4
U04737,India,Asia,Female,57,Student,Google Pixel,Android,5.5,0.7,0.6,1.0,2.7,7.6,95.3,16.0,16.1,250.5,54,193,Low,Good,6,57,5.1,5.7
U04738,Canada,North America,Other,32,Retired,Apple,iOS,4.5,2.3,0.4,2.0,3.5,7.8,90.8,19.5,36.4,162.8,77,101,Medium,Average,4,76,5.7,9.3
U04739,China,Asia,Male,44,Student,Google Pixel,Android,5.3,1.2,0.1,1.3,1.4,6.6,82.6,23.6,39.5,289.1,249,160,Low,Poor,5,40,7.5,5.4
U04740,USA,North America,Male,34,Self-employed,Huawei,iOS,5.3,4.2,2.1,2.4,0.3,7.2,74.8,17.9,28.9,128.1,498,157,Low,Poor,6,60,4.6,11.0
U04741,UK,Europe,Female,22,Student,Google Pixel,Android,7.5,3.8,2.3,0.2,2.5,8.4,70.6,32.3,7.7,295.3,373,91,Medium,Average,6,45,3.6,7.8
U04742,Japan,Asia,Other,30,Retired,Apple,iOS,8.6,0.5,2.4,0.6,1.5,6.8,85.9,14.3,46.7,151.3,207,137,High,Average,5,18,7.5,5.3
U04743,Germany,Europe,Other,26,Unemployed,Apple,Android,2.1,2.4,2.9,1.7,2.1,5.6,71.9,18.3,5.1,265.0,320,103,Medium,Poor,3,88,4.3,7.6
U04744,USA,North America,Other,28,Self-employed,Vivo,Android,8.3,2.7,0.4,1.1,3.9,6.3,86.3,31.0,34.8,79.3,234,113,High,Average,4,28,5.3,6.3
U04745,USA,North America,Male,52,Employee,OnePlus,iOS,5.7,3.0,0.1,0.2,2.8,6.6,95.4,20.8,12.5,106.3,386,45,Low,Average,5,75,9.6,4.6
U04746,Brazil,South America,Female,50,Student,Oppo,Android,7.8,1.5,1.4,2.3,3.5,6.7,75.6,10.1,44.1,83.9,321,56,Medium,Poor,2,33,6.4,9.6
U04747,China,Asia,Female,16,Self-employed,Vivo,Android,3.8,2.3,1.3,2.3,2.0,6.6,93.6,11.6,43.6,93.4,360,193,Medium,Poor,7,75,6.2,8.2
U04748,USA,North America,Female,25,Self-employed,Vivo,Android,8.1,4.3,1.1,2.5,3.1,8.4,87.7,21.0,23.7,106.1,451,131,Low,Average,6,29,6.4,6.9
U04749,Canada,North America,Male,44,Unemployed,Apple,Android,8.8,0.8,2.3,2.0,1.4,5.2,85.7,36.2,7.0,280.5,388,139,Medium,Poor,4,9,8.3,6.8
U04750,Brazil,South America,Other,26,Employee,OnePlus,Android,7.4,1.0,1.7,0.2,0.7,8.3,98.5,32.3,32.6,78.5,200,118,Medium,Good,2,45,5.4,4.1
U04751,India,Asia,Female,25,Student,Oppo,Android,7.2,0.9,2.7,1.1,2.8,8.4,83.7,31.9,13.7,155.7,443,73,Low,Average,2,42,3.3,5.7
U04752,UK,Europe,Female,45,Retired,Apple,Android,7.8,1.1,1.1,1.0,3.1,10.5,71.1,18.5,46.3,104.1,423,57,Low,Average,10,36,6.9,5.8
U04753,Canada,North America,Male,34,Student,Samsung,iOS,5.8,2.8,0.7,0.5,1.7,6.1,72.2,36.8,20.0,114.2,424,37,Low,Average,3,43,4.8,9.3
U04754,Australia,Oceania,Male,22,Unemployed,Huawei,Android,4.6,2.3,0.2,2.2,2.0,7.8,79.5,39.8,44.4,30.6,322,198,Medium,Poor,8,64,2.5,9.2
U04755,Japan,Asia,Female,26,Retired,OnePlus,Android,2.5,3.6,2.4,2.0,1.7,8.2,99.7,19.2,28.2,165.7,377,129,High,Good,4,98,4.0,6.6
U04756,China,Asia,Male,50,Retired,Huawei,iOS,3.6,1.7,1.7,2.6,3.7,6.1,72.3,33.6,48.5,150.8,223,114,Low,Average,5,78,7.9,7.9
U04757,UK,Europe,Male,61,Self-employed,Xiaomi,Android,7.0,3.8,2.7,2.1,0.1,6.6,87.9,34.6,29.5,281.8,370,101,High,Poor,5,69,6.1,8.9
U04758,Germany,Europe,Female,65,Retired,Oppo,Android,4.8,3.2,2.4,1.2,0.1,6.8,96.0,26.5,19.2,197.5,350,97,Medium,Average,2,69,4.2,7.9
U04759,Australia,Oceania,Female,50,Student,Huawei,iOS,3.3,0.6,2.0,1.0,0.8,8.4,73.3,15.9,15.7,242.8,369,52,Medium,Poor,4,80,5.9,10.0
U04760,Japan,Asia,Female,35,Student,Xiaomi,Android,7.6,4.1,2.8,2.4,3.0,7.2,86.7,20.2,15.8,59.3,235,81,Low,Average,2,25,7.8,8.5
U04761,India,Asia,Female,47,Employee,Huawei,Android,5.8,3.1,1.9,0.7,0.7,8.0,78.3,33.6,15.9,216.5,500,183,Low,Poor,4,45,5.4,9.0
U04762,Japan,Asia,Male,37,Employee,Xiaomi,iOS,4.1,0.6,0.2,2.6,2.1,6.1,98.1,10.1,5.0,227.1,311,88,Medium,Good,5,49,7.7,6.9
U04763,India,Asia,Female,50,Retired,Oppo,iOS,6.0,3.7,0.8,2.0,2.6,9.2,95.7,36.1,17.1,266.3,109,83,Medium,Good,7,51,2.7,10.9
U04764,Pakistan,Asia,Male,26,Student,Apple,Android,9.2,0.6,1.7,0.7,2.7,5.8,85.8,40.0,43.8,114.3,55,194,Medium,Average,5,24,2.1,7.6
U04765,China,Asia,Other,63,Student,Google Pixel,iOS,4.9,0.5,0.9,2.7,0.4,9.4,85.1,33.9,45.7,176.8,417,106,High,Average,5,52,4.8,9.9
U04766,Brazil,South America,Male,32,Employee,OnePlus,Android,7.2,1.3,2.7,0.8,3.7,6.0,99.5,32.6,5.3,87.2,402,158,Low,Average,4,29,6.6,3.6
U04767,USA,North America,Other,58,Employee,Oppo,Android,5.0,1.2,2.4,1.5,3.0,5.5,83.5,37.0,17.4,234.7,478,122,High,Good,5,53,5.9,6.1
U04768,Germany,Europe,Other,51,Self-employed,Huawei,Android,9.7,3.9,0.4,0.7,3.2,5.2,76.8,37.2,29.3,42.9,360,150,Medium,Average,9,8,5.2,8.1
U04769,India,Asia,Other,38,Student,Xiaomi,iOS,4.0,3.0,1.2,0.5,2.9,7.7,78.3,27.0,32.0,175.5,446,163,Medium,Average,6,66,7.6,5.0
U04770,UK,Europe,Other,22,Retired,Apple,iOS,2.0,1.9,2.4,1.5,3.7,9.0,92.5,26.1,12.6,81.9,67,100,Medium,Good,4,80,5.6,4.6
U04771,Germany,Europe,Other,34,Student,Vivo,Android,7.9,2.4,1.3,0.9,1.9,8.2,85.5,28.0,22.0,284.6,332,132,High,Average,4,27,7.5,6.4
U04772,Brazil,South America,Female,49,Student,Huawei,Android,5.7,2.5,2.0,2.4,3.6,9.1,76.5,39.3,48.4,103.3,183,122,Medium,Poor,7,54,5.0,7.3
U04773,Australia,Oceania,Other,19,Employee,Huawei,Android,6.6,3.3,2.4,0.5,2.6,5.2,86.9,13.5,15.3,137.5,52,68,Medium,Poor,5,68,5.3,7.9
U04774,Pakistan,Asia,Male,15,Self-employed,Oppo,Android,7.2,1.9,0.8,0.1,0.7,5.8,72.8,24.8,49.0,240.5,250,140,Low,Good,4,46,5.3,12.0
U04775,Australia,Oceania,Male,48,Unemployed,Apple,Android,3.0,2.6,2.8,1.9,3.1,9.1,72.8,32.8,49.2,204.1,364,53,Medium,Poor,5,63,8.3,6.2
U04776,Pakistan,Asia,Female,42,Unemployed,OnePlus,iOS,3.2,4.5,1.0,0.4,1.3,4.2,95.7,19.4,32.5,281.9,85,137,Low,Poor,2,82,4.8,6.2
U04777,UK,Europe,Other,41,Employee,OnePlus,iOS,5.7,4.0,2.3,1.7,3.4,5.7,73.0,28.3,10.2,155.0,129,141,High,Poor,4,44,2.6,6.5
U04778,China,Asia,Female,31,Unemployed,OnePlus,iOS,5.0,2.2,0.1,2.1,0.1,7.9,94.6,18.0,10.4,136.8,433,141,High,Average,3,88,2.3,8.1
U04779,Pakistan,Asia,Female,45,Self-employed,OnePlus,Android,7.3,0.6,2.7,1.3,3.7,7.5,84.0,35.9,47.8,113.8,377,123,Medium,Poor,4,38,8.8,9.4
U04780,Pakistan,Asia,Female,52,Retired,Google Pixel,Android,5.9,2.8,1.3,0.8,3.1,6.4,88.9,33.7,17.1,273.1,486,127,Medium,Average,2,59,7.1,4.2
U04781,India,Asia,Other,64,Student,Apple,Android,6.1,3.9,2.7,2.3,1.5,6.0,87.4,16.7,35.5,117.3,261,200,Medium,Good,4,44,6.9,4.2
U04782,Pakistan,Asia,Female,54,Unemployed,Google Pixel,iOS,6.7,2.1,1.7,0.7,1.2,6.0,74.2,33.3,8.2,125.4,446,149,Low,Average,5,33,3.3,6.5
U04783,USA,North America,Female,40,Unemployed,Vivo,Android,3.4,0.6,0.6,1.9,2.5,4.3,78.0,30.5,26.1,167.6,499,40,Medium,Poor,6,60,4.2,8.7
U04784,Australia,Oceania,Female,32,Student,Oppo,iOS,7.5,0.6,1.2,1.2,2.8,5.9,87.2,33.1,19.3,194.8,401,139,High,Average,3,37,8.1,9.0
U04785,India,Asia,Female,29,Employee,Oppo,iOS,4.7,1.7,2.9,1.3,3.4,8.3,93.8,23.3,49.6,255.4,482,103,Low,Good,2,57,2.1,6.6
